,number,Text processed
737,宜癢知道嗎,
738,都知道阿,
739,宜癢也有被他騷擾過嗎,
740,好像有,
741,但是呢宜癢應該也是把他打發掉而已,
742,那宜癢那個比較厲害啦,
743,應該就是把他打發掉,
744,宜癢應該就是 tsengsiaue 啦,
745,對呀,
746,eh他現在還他現在還在大展,
747,um他掛執副我在猜他可能過兩年變總經理,
748,總經理,
749,eh你不要看那個左莉零從投信離開了之後現在是國泰國泰證的總經理ne,
750,對我有聽說那個國泰證想要看看有沒有辦法做到可是我覺得還是很小呀,
751,他是不是才兩個店還三個店他他找白聞証當總經理可能會大一點找左莉零當總經理 naukholiang ,
752,然後左莉零也挖了幾個以前寶來的人過去,
753,不然不然就找那個找那個找黃老爹當總經理呀那好一點好不好,
754,左莉零我覺得他只會做小事eh,
755,沒有啊我說他他在他在我們之前那個也就是穿著 Prada 的惡魔,
756,對呀,
757,他都管一些無聊的小事,
758,辦公桌放一邊是蠻無聊的對沒什麼意思啊唉那陣子我剛好在喔對你那時候在內湖我很討厭阿我覺得他很煩他一開始先說什麼 MSN 不能用,
759,這個合理呀合理呀合理,
760,然後大家就改用 Skype 然後後來呢後來又說你有申請他就,
761,開放反正我們就大家去申請然後只是那陣子就比較少然後又說什麼辦公桌上面什麼東西,
762,怎麼擺然後我想說你頭腦有問題我根本不甩他然後有一陣子還人資還跟我,
763,什麼我我西裝外套吊後面不行我想說我吊在那邊關你屁事啊是怎樣我就甩他喔對你是說吊在椅子掛在椅子上呀,
764,不是椅子上後面那個 cubicle 那個 cubicle ,
765,上面喔為什麼不行,
766,我那邊有一根那種有一個突出來我就用一個衣架掛對呀對呀很多人都這樣啊,
767,他說什麼有礙風化我想說我管你的如果不高興就把我趕走呀你把我,
768,掉好了還是你減我薪我就不甩他我就繼續掛然後他還會來檢查說,
769,領帶什麼顏色他那個頭腦真得都壞掉了反正我就不甩一直在那邊不,
770,不甩不甩不甩eh我們以前以前喔對了你不是坐裡面哪南海特區,
771,一開始呢我有坐在裡面然後後來因為那你為什麼搬出來,
772,因為他們劉博氨被換進去,
773,喔對對對對對然後我就搬出來劉博氨坐到我的位子上,
774,對對對對對然後搬出來我想說也沒差因為,
775,應該是坐在那個角落那個對之前就是um這個蔡秘書的後面的後面黃儀後面那個位子,
776,對然後呢後來呢劉博氨搬進去那我就搬出來那在外面反正也不會常常遇到或遇到,
777,東西我在外面很OK可是有時候他就會有一些人在那邊晃來晃去聽說啦之前,
778,還晃到裡面去好幾次,
779,um那最好最好看到最好看到白聞證的那個衣服是掛在牆壁上,
780,西他當然不會講那反正後來就大家就有在那邊抱怨連天所以後來一陣子以後,
781,就沒繼續弄了,
782,對阿對呀,
783,他好像玩了半年吧,
784,我知道呀,
785,感覺那個非常愚蠢非常可笑,
786,我知道後來好像好像白總把他扔去投信了吧,
787,對他掛個副董沒事幹吧,
788,對阿副董事長在幹嘛,
789,不知道啊,
790,不過我倒是很訝異國泰証會找他當總經理,
791,因為國泰証搞不清楚,
792,我真得很訝異,
793,那時候呀白總去唷,
794,他找誰當總經理都 OK 呀不要找左莉零當總經理,
795,國泰我覺得國泰金控沒有想要花大錢吧他們的證券本來就不做大,
796,就這樣,
797,他只是找個人去管理,
798,對呀,
799,那時候元大併寶來呀然後因為後來左莉零做得那些奇怪的事情他在寶來,
800,人緣很差,
801,對,
802,因為連白聞仁都很討厭他然後一些其他高階主管洪古彬什麼也都不喜歡他,
803,洪古彬很討厭他這都知道因為大家他都覺得他站在那邊,
804,啊,
805,雞蛋裡挑骨頭玩一些沒有對投資沒有助益的事沒有意義的東西沒有賺錢的東西阿,
806,這那後來讓他想要讓他離開寶來的原因就是因為後來元大併了,
807,後有一次他不是請所有的董監加上所有的應該說是一級主管,
808,寶來董監嗎,
809,我記得好像是寶來總監,
810,整個集團的啦然後還有只要好像副總級以上的高階主管他幾乎全部都請,
811,um左莉零,
812,那個元大經控嘛,
813,喔對對對對對對對我知道這我知道對對對這我知道,
814,在世貿的可是那一次呢他們就有有漏掉幾個人我覺得是刻意漏掉,
815,漏掉左莉零,
816,對然後對阿那天沒看到他,
817,左莉零呢就哭哭啼啼的跑去跟,
818,黃董哭夭,
819,跑去跟黃監察哭哭啼啼然後又跑去跟那個白太太就那個魏董哭哭啼啼,
820,你知道那兩個人魏董魏董根本不管事阿對呀那那這兩位也只能兩手一攤說這這個不是我能決定的對然後大家心裡就想說可見他人緣多差沒有人因為元大那時候一定應該已經做,
821,了一個pool一個普查,
822,沒有我覺得那個是我高度懷疑是高階主管故意漏掉他沒道理劉宗勝去他,
823,去耶eh老實講真得沒道理,
824,沒有搞不好是有人一直在馬家前面講他壞話說這個人很糟,
825,應應該不至於,
826,這我就不清楚了應該不是因為劉宗勝也很討厭他我知道我知道劉宗勝很討厭他因為他他在劉在投信那邊跟劉宗勝對鬥呀,
827,鬥很兇那很無聊啊沒有意義嘛唉,
828,劉宗勝他會賺錢,
829,對呀劉宗勝做得還不錯啦以專業經理人來講我覺得他做得不錯,
830,他會賺錢啊,
831,um所以我覺得很好笑然後後來好像沒多久那個吃完,
832,以後我就聽說他離開了,
833,喔對呀nei喔那一頓飯就是剛 announce ,
834,的時,
835,對然後後來他可能就開始很積極你也知道他也是很 aggressive ,
836,應該就是出去業界到處找到處找然後最後跑去那邊,
837,umum開發金也沒理他,
838,那個林羣兒不是去開發金,
839,林羣兒也不喜歡他嘛,
840,喔對也是他那個人緣太差了,
841,對呀因為他那時候玩那些無聊的東西還管東管西的得罪很多人嘛,
842,um林羣兒脾氣比他更大好不好,
843,um,
844,林羣兒尤其是在白總那邊更得寵,
845,um應該是,
846,我不知道年終年終跟加給可能會多啊但是我不知道就是,
847,可是可是就還是很少啊,
848,是沒錯啦但是如果你高考你高普考過得話比起來就沒有沒有我高普考過得話大概也才四萬多而已吧,
849,起薪四萬嗎,
850,那是高普考啊,
851,喔我是說啊如果是國考呢你們的那個編制,
852,國考的那個什麼律師s-um司法檢查官七萬律師的薪水啊,
853,檢查官七萬法官好像十萬吧,
854,其實法官更多吧什麼當上警長什麼之類的,
855,我不知道可能跟年資有關我們學校有個老師他有一次說他有次過年,
856,好像什麼年終不知道怎麼樣啊好像兩個月就拿了四十幾萬,
857,可是當法官不是還是要去還是要去還是要年資什麼其實,
858,不好當啊,
859,我不知道耶好像還好,
860,你當可以當書記官啊對啊不要書記官就是被人家使喚而且工工作聽說不輕鬆有錢就好不輕鬆工作不輕鬆真的真的,
861,那就找個有錢人嫁了叫他趕快工作啊當奴婢,
862,這也不是我的鬥志啊沒有啊那那他之後要去工作了嗎關我屁事啊,
863,什麼關你他知道啦,
864,我不知道啊這不是我的事我不知道啊我什麼真的不知道,
865,你不知道他的人生規劃,
866,我不知道啊,
867,那或許也是你的人生規劃,
868,不是我的人生規劃啊,
869,但是你完全都沒有考慮要結婚,
870,不會啊,
871,完全不考慮,
872,完全不考慮,
873,所以這只是暫時的,
874,因為他不是一個適合結婚的人,
875,就只是在一起就是當你你男朋友,
876,啊不然咧當鬼嗎,
877,就是或者好啦這樣說好了就是他目前的表現讓你還不能滿意就答應想跟,
878,結婚沒有就是我我會想結婚但是我覺得他不想結婚,
879,但是他就是um對就是說他目前嘛,
880,而且你看而且照他那種懶惰的程度這跟這種人結婚不會覺得,
881,困擾嗎不行這樣他也這樣他就會被發現就糟糕了,
882,我們不要再談這件事情了,
883,沒關係啦就ha結婚喔對啊,
884, OK 啦啊不然像是那你現在研究所出來如果不去考,
885,個呢那那就只能這樣一直悠閒,
886,可是我真的沒有去公司上班也就是可以去上班例如當法律顧問,
887,可是如果去研究中心的話你一定要還是要去唸博士啊如果你要,
888,的話你一定要再去唸學位啊或是你之後去持有實務經驗再去出國唸再回來,
889,當老師啊如果沒有什麼律師執照的話可以去公司當顧問嗎法律顧問也可以而且你,
890,有律師身份,
891,你可以去公司當法務人員但是法律就是那種法律顧問那掛在牆上,
892,本公司請某都會請有律師執照的人啊,
893,喔,
894,那他自己部門的人可能就沒有律師執照,
895,那像你這樣子如果被公司找可以去律師事務所工作嗎,
896,可以啊當助理就法助打雜就助理譬如說要去幫他整理一些,
897,可是有那種法助後來考上律師啊就是當法助在工作然後之後,
898,你有實務的經驗會不會加薪,
899,不會就是而且你反而沒有時間唸書他就是解除經濟的壓力,
900,那這樣錢多嗎,
901,一定很少啊我覺得一定比三萬少,
902,被壓詐除非你除非你做很久而且你後來你實務的能力深深超過,
903,一般一般這個執照律師才會比較高對啊很強身份特殊還是正妹有沒有加薪,
904,沒有如果是老闆如果是那個老老如果是那個老師律師是男的啊,
905,又不是那個老師,
906,就求一下看可不可以加薪啊,
907,也還好真的,
908,真的嗎,
909,不知道欸,
910,那你們之後要幹嘛,
911,什麼東西ha,
912,你們的人生不就定型了,
913,不會啊可以多樣啊,
914,會很累啊,
915,去公司上班啊,
916,啊又不知道去哪裡,
917,為什麼不知道,
918,不知道公司很科技業最近不是缺人嗎,
919,可是你要想你這麼累你要想你到底值不值得啊,
920,可是我哥很輕鬆啊,
921,ha,
922,我哥每天六點六七點就下班而且他九點才上班他每天八,
923,六七點起床吃早餐然後八點半才出門,
924,啊你要看他,
925,錢不多啊,
926,對啊但是這樣但我覺得這樣很好啊,
927,那他他未來的規劃是什麼,
928,你也可以選擇我覺得他我再我再想他會不會換工作他如果要換工作那,
929,就是看有一天會不會跳槽或怎麼樣之類的,
930,不然不然你覺得如果你一輩子都做那個工作你有辦法養家活口嗎,
931,叫老婆賺啊,
932,那那那如果可是我覺得科技業沒有加給那回事嗎就是譬如說做久會加薪,
933,um看你們公司的人才怎麼樣,
934,我不知道啊反正他自己都不擔心我幫他我幫他擔心什麼,
935,那你爸媽會煩惱嗎,
936,不會有工作就好啦,
937,那你爸媽會煩說以後還要如果他不不就以後沒有什麼工作,
938,啊以後結婚還要他幫他出錢這樣,
939,不會因為我爸媽不會幫他出錢但是我媽會催他趕快結婚,
940,啊你爸媽就覺得反正我也不需要靠他養活這樣就好了,
941,對啊就不需要靠他養但他會催他趕快結婚他覺得在,
942,很礙眼在家在家裡很礙眼對啊就覺得唸書考試這種事實在,
943,很不一定,
944,什麼唸書考試很不一定,
945,就覺得說你要努力唸啊然後反而喔喔不會考上,
946,對對那要有點機運啊還有那個臨場反應,
947,臨場反應真的還好考試真的不能靠臨場反應要掰啊,
948,喔你們沒有有些那個你們都申論題,
949,就是你掰你要有東西可以掰言之有物你要有內容你沒有指到那個關鍵字或是你根本不知道這個題目要考什麼,
950,就是你當然要寫整個呀沒有當然當然不是你這樣這樣一整個亂掰就是要,
951,的掰啊掰東西,
952,你如果掰就是把文章寫得很長看起來很漂亮那是基本能力,
953,對啊那是大家都有的那不叫臨場反應那是大家一定都要有的,
954,這個沒辦法去考試,
955,也是,
956,對啊而且我覺得我考上研究所那一年就是其實也蠻混的,
957,你說什麼時候什麼時候剛考上的,
958,考上研究所的那就那一年就是其實我也沒有很熱衷那時候我在弄,
959,就是弄了很多然後結果後來就是就是很就是很衰就是,
960,沒有上啊,
961,然後後來就你不是沒有推某一間,
962,推那個啊政大啊,
963,喔備一所以備一是政大備一對不對,
964,對啊,
965,然後沒有上沒有上然後後來就所以後來就是就開始準備就是就,
966,不是說準備研究所研究所考試就是要準備國考但是你因為研究所在,
967,所以你就會先啊就先報名一下,
968,準備啊你現在還會後悔就是沒有推甄,
969,我當初有推啊就是推那個啊備一啊我是說你們學校在在應屆之後,
970,我們學校應屆那一年沒有推甄的名額就是我畢業後一年起,
971,屆才有推甄,
972,那你那時候是說什麼沒去考那個,
973,就是別的學校的吧別的學校的因為我覺得應屆還是你不是說你沒有去那你可能回去推一推就上,
974,喔那是就是別的學校啊台大吧他們那個學校好,
975,對啊,
976,嗯哼哇不然你就少一年,
977,沒差啊,
978,無所謂啊,
979,對啊,
980,這樣混一混也不錯快樂,
981,我少一年嗎,
982,對啊,
983,還好啦,
984,真的沒差因為至少又不用去當兵,
985,也還好啦,
986,沒有你沒有就沒有被抓去當兵啊,
987,就大家不都延畢大家都延畢啊有差嗎還多多浪費一年,
988,你沒有延畢啊,
989,那現在要跳一個別的話題,
990,什麼,
991,你有看過艾瑞克的女朋友嗎,
